frame_index,frame_source,phase,measurement_state,bbox_x_float,bbox_y_float,bbox_w_float,bbox_h_float,bbox_x_int,bbox_y_int,bbox_w_int,bbox_h_int,encoder_forward_ms,decoder_forward_ms,model_forward_ms,end_to_end_ms
1,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0001.jpg,initialize,not_applicable,205.0,151.0,17.0,50.0,205,151,17,50,,,,867.0990999962669
2,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0002.jpg,track,measured,202.28693675994873,149.70417404174805,19.62351417541504,51.91444396972656,202,149,19,51,,,,401.0256999899866
3,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0003.jpg,track,measured,201.38805389404297,152.1144618988037,21.136611938476562,45.324947357177734,201,152,21,45,,,,271.8403000035323
4,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0004.jpg,track,measured,199.23315715789795,150.63543128967285,20.206071853637695,49.47861862182617,199,150,20,49,,,,324.2735000094399
5,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0005.jpg,track,measured,198.25337409973145,148.93574714660645,20.197437286376953,52.329158782958984,198,148,20,52,,,,625.2848000003723
6,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0006.jpg,track,measured,196.92021369934082,147.8286075592041,20.833576202392578,53.97732162475586,196,147,20,53,,,,547.5742000126047
7,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0007.jpg,track,measured,195.10708808898926,148.9538803100586,21.639972686767578,52.343780517578125,195,148,21,52,,,,463.3441000041785
8,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0008.jpg,track,measured,193.99391841888428,148.0391139984131,19.76841163635254,51.99203872680664,193,148,19,51,,,,397.6418999955058
9,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0009.jpg,track,measured,192.75368976593018,147.9664306640625,21.02083396911621,51.473724365234375,192,147,21,51,,,,470.2370000013616
10,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0010.jpg,track,measured,191.74495887756348,146.2233943939209,20.992610931396484,54.38936233520508,191,146,20,54,,,,533.2737999997335
11,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0011.jpg,track,measured,187.83263111114502,145.38945198059082,21.383047103881836,51.513484954833984,187,145,21,51,,,,433.936100002029
12,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0012.jpg,track,measured,187.8670015335083,144.90477752685547,19.47554588317871,51.22178649902344,187,144,19,51,,,,383.82329999876674
13,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0013.jpg,track,measured,185.6935806274414,144.53280639648438,19.967330932617188,49.91371154785156,185,144,19,49,,,,346.4901999977883
14,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0014.jpg,track,measured,185.46611309051514,145.201904296875,19.639673233032227,48.487815856933594,185,145,19,48,,,,567.0170000084909
15,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0015.jpg,track,measured,183.75899696350098,143.38174629211426,19.720333099365234,51.09303665161133,183,143,19,51,,,,584.9035999999614
16,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0016.jpg,track,measured,181.4785213470459,142.5137119293213,20.197437286376953,52.329158782958984,181,142,20,52,,,,613.7881000031484
17,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0017.jpg,track,measured,180.96887874603271,144.17125511169434,20.596223831176758,51.48579788208008,180,144,20,51,,,,742.0067999919411
18,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0018.jpg,track,measured,179.5667495727539,142.43789100646973,20.097793579101562,53.18302536010742,179,142,20,53,,,,645.2906000049552
19,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0019.jpg,track,measured,179.648268699646,142.51139640808105,20.596223831176758,51.48579788208008,179,142,20,51,,,,584.5560000016121
20,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0020.jpg,track,measured,179.06219100952148,139.63067054748535,19.76653289794922,51.695255279541016,179,139,19,51,,,,584.5165999926394
21,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0021.jpg,track,measured,177.2402048110962,140.30072212219238,18.743383407592773,49.2961540222168,177,140,18,49,,,,561.3823999883607
22,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0022.jpg,track,measured,177.3498249053955,140.77331161499023,18.866458892822266,46.57884979248047,177,140,18,46,,,,559.9491000029957
23,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0023.jpg,track,measured,176.9380111694336,139.2239055633545,19.578567504882812,44.89445114135742,176,139,19,44,,,,560.4701999982353
24,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0024.jpg,track,measured,176.2484588623047,139.76401138305664,19.075233459472656,46.14006805419922,176,139,19,46,,,,678.5862999968231
25,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0025.jpg,track,measured,174.85094928741455,138.59735298156738,19.39130973815918,47.4835090637207,174,138,19,47,,,,534.209200006444
26,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0026.jpg,track,measured,172.72004890441895,137.1978530883789,19.402263641357422,50.268959045410156,172,137,19,50,,,,988.053499997477
27,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0027.jpg,track,measured,172.7697410583496,139.53511428833008,19.843978881835938,46.42369079589844,172,139,19,46,,,,684.1673000017181
28,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0028.jpg,track,measured,171.7953281402588,137.15838050842285,18.717029571533203,49.529232025146484,171,137,18,49,,,,565.6958000035957
29,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0029.jpg,track,measured,171.7607250213623,136.06666564941406,19.402263641357422,50.268959045410156,171,136,19,50,,,,478.28569999546744
30,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0030.jpg,track,measured,169.69886875152588,134.98796272277832,19.177282333374023,50.74715805053711,169,134,19,50,,,,469.19180000259075
31,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0031.jpg,track,measured,168.18372440338135,134.66509628295898,17.858877182006836,49.71368408203125,168,134,17,49,,,,505.6786000059219
32,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0032.jpg,track,measured,167.2493495941162,137.86739540100098,18.988162994384766,43.2262077331543,167,137,18,43,,,,465.07830001064576
33,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0033.jpg,track,measured,166.72883892059326,134.49219131469727,18.289018630981445,47.384674072265625,166,134,18,47,,,,415.12479999801144
34,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0034.jpg,track,measured,166.9988899230957,132.12454223632812,18.103355407714844,47.90531921386719,166,132,18,47,,,,404.9090000044089
35,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0035.jpg,track,measured,166.33159351348877,134.25469207763672,18.280187606811523,45.321868896484375,166,134,18,45,,,,367.21870000474155
36,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0036.jpg,track,measured,162.2659511566162,131.31333541870117,21.63943862915039,49.65083312988281,162,131,21,49,,,,338.0464999936521
37,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0037.jpg,track,measured,162.77270317077637,131.5135555267334,19.81253433227539,49.159236907958984,162,131,19,49,,,,453.7276000046404
38,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0038.jpg,track,measured,163.4292459487915,130.6645565032959,19.177282333374023,50.74715805053711,163,130,19,50,,,,584.9545999953989
39,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0039.jpg,track,measured,162.2494535446167,130.08812141418457,18.79918098449707,47.89704513549805,162,130,18,47,,,,636.4267999888398
40,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0040.jpg,track,measured,162.3500452041626,130.85164070129395,19.208974838256836,44.93813705444336,162,130,19,44,,,,898.9733000053093
41,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0041.jpg,track,measured,161.32691192626953,126.30617332458496,26.058258056640625,50.00473403930664,161,126,26,50,,,,423.8356999994721
42,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0042.jpg,track,measured,157.06888008117676,123.75506973266602,28.436809539794922,49.799049377441406,157,123,28,49,,,,476.76610000780784
43,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0043.jpg,track,measured,154.42374992370605,120.0806999206543,25.979419708251953,54.05237579345703,154,120,25,54,,,,477.3870000062743
44,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0044.jpg,track,measured,159.142071723938,123.52250099182129,21.33881187438965,49.994441986083984,159,123,21,49,,,,407.0830999989994
45,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0045.jpg,track,measured,160.77259635925293,125.42497444152832,21.07626724243164,47.72353744506836,160,125,21,47,,,,447.39519999711774
46,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0046.jpg,track,measured,160.61839962005615,124.77900695800781,16.472055435180664,45.97052764892578,160,124,16,45,,,,549.9787000007927
47,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0047.jpg,track,measured,159.347825050354,126.04953384399414,19.070898056030273,47.777244567871094,159,126,19,47,,,,498.38020000606775
48,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0048.jpg,track,measured,158.8215093612671,126.06261444091797,17.718355178833008,46.60027313232422,158,126,17,46,,,,451.3050999958068
49,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0049.jpg,track,measured,156.33853912353516,124.81746864318848,17.81543731689453,44.169620513916016,156,124,17,44,,,,410.68790000281297
50,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0050.jpg,track,measured,155.10945796966553,124.24941635131836,18.413599014282227,45.089385986328125,155,124,18,45,,,,434.43170000682585
51,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0051.jpg,track,measured,154.2397174835205,122.90625953674316,18.902454376220703,46.28644943237305,154,122,18,46,,,,410.9545000101207
52,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0052.jpg,track,measured,151.8358335494995,122.66108894348145,18.64524269104004,42.74086380004883,151,122,18,42,,,,403.2043000042904
53,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0053.jpg,track,measured,150.37915420532227,119.86097526550293,17.336265563964844,45.875431060791016,150,119,17,45,,,,460.0852000003215
54,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0054.jpg,track,measured,148.23070335388184,120.43619155883789,18.513507843017578,46.332481384277344,148,120,18,46,,,,418.39530000288505
55,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0055.jpg,track,measured,148.41053771972656,120.02043533325195,18.552322387695312,46.37651824951172,148,120,18,46,,,,497.33240000205114
56,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0056.jpg,track,measured,146.723895072937,121.31776809692383,19.072847366333008,44.533111572265625,146,121,19,44,,,,484.0575000125682
57,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0057.jpg,track,measured,145.11209774017334,121.97226333618164,19.346712112426758,41.643714904785156,145,121,19,41,,,,346.6543999966234
58,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0058.jpg,track,measured,143.11109161376953,119.80409622192383,20.18846893310547,45.220733642578125,143,119,20,45,,,,343.24950000154786
59,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0059.jpg,track,measured,142.8982696533203,122.29082870483398,19.426925659179688,41.966758728027344,142,122,19,41,,,,307.46549999457784
60,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0060.jpg,track,measured,141.2707920074463,122.4054183959961,20.698787689208984,41.735992431640625,141,122,20,41,,,,325.8376000012504
61,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0061.jpg,track,measured,139.74761867523193,121.44825744628906,18.0089054107666,43.592750549316406,139,121,18,43,,,,337.7217999950517
62,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0062.jpg,track,measured,139.15339469909668,119.20742416381836,15.304180145263672,42.144325256347656,139,119,15,42,,,,334.3105999956606
63,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0063.jpg,track,measured,136.70269870758057,119.84191703796387,14.971189498901367,40.690372467041016,136,119,14,40,,,,345.3213000029791
64,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0064.jpg,track,measured,135.93843746185303,118.41684913635254,15.973604202270508,42.04317855834961,135,118,15,42,,,,328.7164000066696
65,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0065.jpg,track,measured,134.63936710357666,116.42877197265625,16.7863826751709,46.60557556152344,134,116,16,46,,,,397.270400004345
66,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0066.jpg,track,measured,134.41774368286133,116.46217346191406,17.182846069335938,45.469451904296875,134,116,17,45,,,,457.32639999187086
67,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0067.jpg,track,measured,130.00300312042236,116.77822875976562,20.493886947631836,45.283042907714844,130,116,20,45,,,,411.950000008801
68,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0068.jpg,track,measured,131.02166080474854,116.74814796447754,18.98470115661621,46.1525764465332,131,116,18,46,,,,383.58559999323916
69,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0069.jpg,track,measured,128.49005889892578,117.5492000579834,16.703163146972656,43.17684555053711,128,117,16,43,,,,349.8170999955619
70,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0070.jpg,track,measured,126.48495197296143,115.0300064086914,16.296072006225586,42.618988037109375,126,115,16,42,,,,319.1913999908138
71,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0071.jpg,track,measured,124.79199600219727,114.712646484375,15.994293212890625,41.829750061035156,124,114,15,41,,,,324.8286000016378
72,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0072.jpg,track,measured,123.93604564666748,113.84758377075195,15.955499649047852,42.22163391113281,123,113,15,42,,,,332.73409999674186
73,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0073.jpg,track,measured,123.76484775543213,112.21611213684082,16.53963279724121,42.85222244262695,123,112,16,42,,,,352.349900000263
74,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0074.jpg,track,measured,122.04687118530273,112.07216453552246,17.016738891601562,44.08834457397461,122,112,17,44,,,,337.79809999396093
75,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0075.jpg,track,measured,119.01720523834229,111.15872383117676,17.924741744995117,43.8923225402832,119,111,17,43,,,,405.0180000049295
76,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0076.jpg,track,measured,119.55579662322998,111.00445938110352,18.413599014282227,45.089385986328125,119,111,18,45,,,,458.14319999772124
