mode,test_order,mrm_id,mrm_code_index,mrm_members_controlled,frame_records,physical_skip,timing_role,retriever_latency_mean_ms,retriever_latency_median_ms,retriever_latency_std_population_ms,retriever_latency_min_ms,retriever_latency_max_ms,mlp_latency_mean_ms,mlp_latency_median_ms,mlp_latency_std_population_ms,mlp_latency_min_ms,mlp_latency_max_ms,total_mrm_compute_latency_mean_ms,total_mrm_compute_latency_median_ms,total_mrm_compute_latency_std_population_ms,total_mrm_compute_latency_min_ms,total_mrm_compute_latency_max_ms,diagnostic_norm_fingerprint_overhead_mean_ms,diagnostic_norm_fingerprint_overhead_median_ms,diagnostic_norm_fingerprint_overhead_std_population_ms,diagnostic_norm_fingerprint_overhead_min_ms,diagnostic_norm_fingerprint_overhead_max_ms,total_instrumented_mrm_latency_mean_ms,total_instrumented_mrm_latency_median_ms,total_instrumented_mrm_latency_std_population_ms,total_instrumented_mrm_latency_min_ms,total_instrumented_mrm_latency_max_ms,total_tracker_model_forward_mean_ms,total_tracker_model_forward_median_ms,total_tracker_model_forward_std_population_ms,total_tracker_model_forward_min_ms,total_tracker_model_forward_max_ms
mrm1,1,MRM1,0,1,593,False,SYNCHRONIZED_CHARACTERIZATION_ONLY,15.706743507555327,13.593000010587275,7.57261970645962,5.482700013089925,73.30570000340231,3.9300763914573618,3.2139999966602772,2.3271433874163483,1.5150999824982136,22.216000012122095,20.16884283330307,17.28729999740608,9.460492592863625,7.370499981334433,97.42740000365302,2.512160876512992,1.9977999909315258,1.768343348473792,1.0025999799836427,27.367800008505583,22.684832377214782,19.30089999223128,10.497625794283225,8.609199983766302,100.3997000225354,432.9558129855341,368.8364000117872,198.88016679614188,168.30839999602176,1234.7177999909036
mrm1,1,MRM2,1,1,593,False,SYNCHRONIZED_CHARACTERIZATION_ONLY,15.654671838234963,13.27369999489747,9.089164250372143,5.490500014275312,122.44820001069456,4.070261214605751,3.183199994964525,2.962137268001524,1.080799993360415,40.11880001053214,20.21987116342987,16.80450001731515,11.278272765976645,6.866400013677776,134.77689999854192,2.0979532887464196,1.6266000166069716,1.5289662155626826,0.8743999933358282,14.779899996938184,22.32158482299519,18.597699992824346,12.289827324073201,7.81840001582168,138.3196999959182,432.9558129855341,368.8364000117872,198.88016679614188,168.30839999602176,1234.7177999909036
mrm1,1,MRM3,2,1,593,False,SYNCHRONIZED_CHARACTERIZATION_ONLY,14.687523777238573,12.375099991913885,8.05814074090173,4.679100005887449,65.77250000555068,4.11552057359454,3.252399998018518,3.573661792504675,0.9080999880097806,48.0286999954842,19.353153118977566,16.17180000175722,10.7600416508856,6.055599980754778,74.88679999369197,2.2685313659651807,1.6823000041767955,1.8658262954797316,0.7527000270783901,22.38389998092316,21.625834231933933,17.84269997733645,11.939623629103657,6.896399980178103,85.81789999152534,432.9558129855341,368.8364000117872,198.88016679614188,168.30839999602176,1234.7177999909036
mrm1,1,MRM4,3,1,593,False,SYNCHRONIZED_CHARACTERIZATION_ONLY,15.132549072136399,12.536099995486438,8.250612756467818,4.378200013889,68.0968000087887,4.250322597705591,3.275700000813231,3.273830867417749,0.9202000219374895,33.09109999099746,19.886143845494235,16.086599993286654,10.966578737522697,5.450500000733882,96.17609999259003,2.348344688540133,1.6958999913185835,1.9496328356710089,0.8002999820746481,19.994700007373467,22.238414840170844,17.783099989173934,12.414142952535215,6.37240000651218,109.81110000284389,432.9558129855341,368.8364000117872,198.88016679614188,168.30839999602176,1234.7177999909036
mrm1,1,MRM5,4,1,593,False,SYNCHRONIZED_CHARACTERIZATION_ONLY,15.92893794262986,13.617700024042279,9.983794727136475,4.426399973453954,84.44010000675917,4.335712817376621,3.3869000035338104,3.307410978409266,1.2565999932121485,41.64380001020618,20.825244688193752,17.496699991170317,12.66269042449089,5.992899998091161,101.14440001780167,2.5701047216571906,1.8977999861817807,2.0401192221444555,0.8470999891869724,20.397699991008267,23.40095581778939,19.562400004360825,13.900013236337223,6.924000015715137,108.06359999696724,432.9558129855341,368.8364000117872,198.88016679614188,168.30839999602176,1234.7177999909036
mrm1,1,MRM6,5,1,593,False,SYNCHRONIZED_CHARACTERIZATION_ONLY,15.892217032439397,13.31229999777861,9.605080755578651,4.39000001642853,85.10209998348728,4.3189483983807335,3.3634999999776483,3.0203092737641954,1.1696000001393259,21.787900011986494,20.798033895923144,17.027199995936826,12.315035892240703,5.7708999956958,101.23890000977553,2.506844351020238,1.9397999858483672,2.0353427309738636,0.9245999972335994,22.03309998731129,23.308817875174206,19.13930001319386,13.703842098838221,6.7168000095989555,116.53100000694394,432.9558129855341,368.8364000117872,198.88016679614188,168.30839999602176,1234.7177999909036
mrm2,2,MRM1,0,2,593,False,SYNCHRONIZED_CHARACTERIZATION_ONLY,16.492670657926727,13.972099986858666,9.573671024453875,4.42860001930967,72.58180002099834,4.008752950512322,3.418899985263124,2.4387709726610076,1.530599984107539,22.84939997480251,21.066956998388523,17.78950000880286,11.67046935682064,6.310700002359226,96.1609999940265,2.5456949409245064,2.0115999795962125,1.8599275327421934,1.0162999969907105,18.548599997302517,23.616649915423388,19.984299986390397,12.824395119024302,7.39030001568608,100.06260001682676,447.4294797631615,372.17829999281093,229.39128915358577,165.40250001708046,1473.9054999954533
mrm2,2,MRM2,1,2,593,False,SYNCHRONIZED_CHARACTERIZATION_ONLY,15.94334924149894,13.640699995448813,8.925243683368278,5.455800011986867,72.7142000105232,3.9272620583158835,3.2219999993685633,2.7725829349332636,1.0042999929282814,28.336100018350407,20.351080607470127,17.548900010297075,11.327288036238379,6.647200003499165,94.98439999879338,2.166829004406326,1.6875999863259494,2.29347645032173,0.8899999957066029,43.420600006356835,22.521884317682982,19.384299986995757,12.600265048453304,7.745399983832613,103.02139999112114,447.4294797631615,372.17829999281093,229.39128915358577,165.40250001708046,1473.9054999954533
mrm2,2,MRM3,2,2,593,False,SYNCHRONIZED_CHARACTERIZATION_ONLY,15.461194603266131,12.51799997407943,10.113434415034538,4.57069999538362,86.199100012891,4.3563681286441645,3.1721999985165894,4.651358163291354,0.9453000093344599,76.58819999778643,20.32746627349069,16.210800007684156,13.315405231420767,5.789100017864257,116.2383999908343,2.287200168438702,1.7610999930184335,1.6880846691393434,0.7367999933194369,13.811899989377707,22.618766610668093,18.009999999776483,14.410590818652523,6.526900018798187,124.53239999013022,447.4294797631615,372.17829999281093,229.39128915358577,165.40250001708046,1473.9054999954533
mrm2,2,MRM4,3,2,593,False,SYNCHRONIZED_CHARACTERIZATION_ONLY,16.09478769027848,12.795599992386997,11.304101524478275,4.527200013399124,119.22059999778867,4.420047218543846,3.4386999905109406,3.844121002674222,0.906600005691871,55.249900004127994,21.065072681633897,16.570599982514977,14.07910976654955,6.1338999948929995,126.09010000596754,2.4174079264127015,1.7518000095151365,1.9880780824106525,0.7848999812267721,16.274699999485165,23.486385328122328,18.563599995104596,15.211688615244817,6.919899984495714,129.64820000343025,447.4294797631615,372.17829999281093,229.39128915358577,165.40250001708046,1473.9054999954533
