pair_id,side,sequence,frame_index,mode,iou,physical_skip,baseline_iou,contribution,pred_x_float,pred_y_float,pred_w_float,pred_h_float,pred_x_int,pred_y_int,pred_w_int,pred_h_int,gt_x,gt_y,gt_w,gt_h,iou_float,failure,success_at_0_5,center_error,score_map_max,confidence_score,model_forward_ms,initialization_frame,evaluator_first_frame_override,branch_frame_executed,tracker_mode,ablation_control
R3-D01,control,David3,195,mrm1,0.8059675449310766,False,0.7779305603300103,-0.028036984601066295,387.6801128387451,188.4353256225586,38.96223831176758,150.22230529785156,387,188,38,150,389.0,189.0,31.0,150.0,0.7912166744552921,0,1,1.8027756377319946,0.73667311668396,0.7241832613945007,289.3239999830257,False,False,True,T1,mrm1
R3-D01,control,David3,196,mrm1,0.905726529022205,False,0.8322892428852694,-0.07343728613693556,386.5263042449951,189.7107391357422,34.48195266723633,151.84976196289062,386,189,34,151,389.0,189.0,31.0,150.0,0.8801580368804252,0,1,1.5811388300841898,0.8111338019371033,0.7973815202713013,263.67519999621436,False,False,True,T1,mrm1
R3-D01,control,David3,197,mrm1,0.8399853533504211,False,0.8473410189661584,0.007355665615737306,383.63638496398926,191.9481658935547,36.13496017456055,150.45785522460938,383,191,36,150,384.0,189.0,31.0,150.0,0.8246123344202112,0,1,2.5,0.7964979410171509,0.7829937934875488,297.3597999953199,False,False,True,T1,mrm1
R3-D01,control,David3,198,mrm1,0.8942884801548887,False,0.8059675449310766,-0.08832093522381212,381.6139278411865,189.12265014648438,34.13315200805664,151.20318603515625,381,189,34,151,382.0,191.0,31.0,150.0,0.8933141939337058,0,1,1.5811388300841898,0.8111338019371033,0.7973815202713013,317.86619999911636,False,False,True,T1,mrm1
R3-D01,control,David3,199,mrm1,0.7384693360364927,False,0.6290584415584416,-0.10941089447805108,376.2187919616699,196.02843475341797,40.838035583496094,141.9979705810547,376,196,40,141,381.0,193.0,31.0,150.0,0.7279561527343933,0,1,1.5811388300841898,0.8111338019371033,0.7973815202713013,332.4999999895226,False,False,True,T1,mrm1
R3-D01,control,David3,200,mrm1,0.7028698271761534,False,0.6250350042005041,-0.07783482297564936,374.6995315551758,193.78125,42.242034912109375,145.5902099609375,374,193,42,145,377.0,195.0,31.0,150.0,0.7076460020230997,0,1,5.1478150704935,0.8111338019371033,0.7973815202713013,335.5290000035893,False,False,True,T1,mrm1
R3-D01,control,David3,201,mrm1,0.6214203894616266,False,0.6834258524980175,0.06200546303639087,370.5807704925537,193.08776092529297,47.094242095947266,142.94593811035156,370,193,47,142,375.0,195.0,31.0,150.0,0.6236969765056594,0,1,6.708203932499369,0.8111338019371033,0.7973815202713013,357.3886000085622,False,False,True,T1,mrm1
R3-D01,control,David3,202,mrm1,0.8236983842010772,False,0.6115702479338843,-0.21212813626719296,371.65084648132324,190.9664306640625,36.95619583129883,153.65737915039062,371,190,36,153,375.0,195.0,31.0,150.0,0.8151372558115877,0,1,3.8078865529319543,0.8111338019371033,0.7973815202713013,330.6818999990355,False,False,True,T1,mrm1
R3-D01,control,David3,203,mrm1,0.8247084548104956,False,0.7930486944248412,-0.031659760385654434,371.64948654174805,192.91708374023438,36.892234802246094,149.86160278320312,371,192,36,149,375.0,195.0,31.0,150.0,0.8184127731701812,0,1,3.8078865529319543,0.8111338019371033,0.7973815202713013,301.6143999993801,False,False,True,T1,mrm1
R3-D01,control,David3,204,mrm1,0.8276294570865437,False,0.7337278106508875,-0.09390164643565613,368.48706245422363,190.46316528320312,37.5440788269043,150.85015869140625,368,190,37,150,372.0,191.0,31.0,150.0,0.8210426704885909,0,1,1.4142135623730951,0.8111338019371033,0.7973815202713013,367.12330000591464,False,False,True,T1,mrm1
R3-D01,control,David3,205,mrm1,0.8282660770222959,False,0.8685473037804644,0.040281226758168476,366.52050018310547,193.3898696899414,37.834716796875,145.8750457763672,366,193,37,145,372.0,191.0,31.0,147.0,0.8014897367029259,0,1,3.1622776601683795,0.8111338019371033,0.7973815202713013,427.528500003973,False,False,True,T1,mrm1
R3-D01,control,David3,206,mrm1,0.8817724458204335,False,0.8383002207505519,-0.043472225069881576,366.61964416503906,191.64859008789062,34.48027038574219,152.7408447265625,366,191,34,152,369.0,191.0,31.0,147.0,0.8581790096606844,0,1,2.9154759474226504,0.8111338019371033,0.7973815202713013,315.95580000430346,False,False,True,T1,mrm1
R3-D01,control,David3,207,mrm1,0.8438888888888889,False,0.850272402780387,0.006383513891498049,366.9742908477783,188.5749282836914,36.25956344604492,150.97666931152344,366,188,36,150,369.0,191.0,31.0,147.0,0.8324278800501923,0,1,1.5811388300841898,0.7870590686798096,0.7737149596214294,320.23039998603053,False,False,True,T1,mrm1
R3-D01,control,David3,208,mrm1,0.8061844284925456,False,0.8048392794065701,-0.0013451490859754944,367.23898696899414,193.0349578857422,36.159278869628906,146.88421630859375,367,193,36,146,366.0,193.0,31.0,147.0,0.7952662794787734,0,1,3.5355339059327378,0.6768056750297546,0.6653308272361755,298.45010000281036,False,False,True,T1,mrm1
R3-D01,control,David3,209,mrm1,0.6693595769682726,False,0.6842342342342342,0.0148746572659616,359.5245704650879,193.83614349365234,46.728248596191406,148.58839416503906,359,193,46,148,366.0,193.0,31.0,147.0,0.6501581583637497,0,1,0.7071067811865476,0.7342009544372559,0.7217530012130737,284.0982000052463,False,False,True,T1,mrm1
R3-D01,control,David3,210,mrm1,0.540954415954416,False,0.5523636363636364,0.011409220409220433,359.3421974182129,194.3695526123047,54.41425323486328,156.69427490234375,359,194,54,156,364.0,198.0,31.0,147.0,0.5344575618245829,0,1,6.519202405202649,0.7666907906532288,0.7536919713020325,321.42610001028515,False,False,True,T1,mrm1
R3-D01,control,David3,211,mrm1,0.6446038951530239,False,0.6362349610757254,-0.00836893407729844,358.59538078308105,198.23104095458984,47.77238845825195,142.1315460205078,358,198,47,142,364.0,198.0,31.0,147.0,0.6348005489138884,0,1,3.2015621187164243,0.8111338019371033,0.7973815202713013,317.9097000102047,False,False,True,T1,mrm1
R3-D01,control,David3,212,mrm1,0.7245670085757525,False,0.5996052631578948,-0.12496174541785776,361.75933837890625,198.59847259521484,41.47383117675781,139.7871551513672,361,198,41,139,364.0,198.0,31.0,147.0,0.7197018361943116,0,1,4.47213595499958,0.800176203250885,0.7866096496582031,275.7628000108525,False,False,True,T1,mrm1
R3-D01,control,David3,213,mrm1,0.7586993725042784,False,0.6678549287042778,-0.09084444380000067,365.3281784057617,193.68682861328125,34.0640869140625,138.98687744140625,365,193,34,138,364.0,198.0,31.0,147.0,0.7546132101386329,0,1,9.82344135219425,0.8111338019371033,0.7973815202713013,262.8641999908723,False,False,True,T1,mrm1
R3-D01,control,David3,214,mrm1,0.802668259657507,False,0.7630144709641045,-0.039653788693402525,362.2500057220459,191.85611724853516,34.11795425415039,146.40464782714844,362,191,34,146,364.0,198.0,29.0,141.0,0.8108423514196517,0,1,4.527692569068709,0.786070704460144,0.7727433443069458,225.8004999894183,False,False,True,T1,mrm1
R3-D01,control,David3,215,mrm1,0.8017647058823529,False,0.8057142857142857,0.003949579831932781,361.05904960632324,189.5810089111328,34.9832649230957,150.1177978515625,361,189,34,150,361.0,196.0,29.0,141.0,0.7758028753570055,0,1,3.5355339059327378,0.8111338019371033,0.7973815202713013,292.53290002816357,False,False,True,T1,mrm1
