pair_id,side,sequence,frame_index,condition,selected_refinement_path,iou,iou_float,failure,success_at_0_5,center_error,physical_skip,pred_x_float,pred_y_float,pred_w_float,pred_h_float,pred_x_int,pred_y_int,pred_w_int,pred_h_int,gt_x,gt_y,gt_w,gt_h,score_map_max,confidence_score,model_forward_ms,initialization_frame,evaluator_first_frame_override,branch_frame_executed,tracker_mode,ablation_control
R3-D01,control,David3,195,retriever_only_bypass,mrm1,0.7685074371687468,0.7584116822904158,0,1,3.605551275463989,False,387.36365699768066,188.8551788330078,39.96145248413086,146.03277587890625,387,188,39,146,389.0,189.0,31.0,150.0,0.7822034358978271,0.7689416408538818,205.64599999488564,False,False,True,T1,mrm1_retriever
R3-D01,control,David3,196,retriever_only_bypass,mrm1,0.8683473389355743,0.8141642166585918,0,1,2.0615528128088303,False,389.7205123901367,187.7299041748047,35.69134521484375,153.27401733398438,389,187,35,153,389.0,189.0,31.0,150.0,0.7976061105728149,0.7840831875801086,211.81739999883575,False,False,True,T1,mrm1_retriever
R3-D01,control,David3,197,retriever_only_bypass,mrm1,0.8202866593164277,0.810686178275459,0,1,4.031128874149275,False,381.0083351135254,195.13314819335938,36.159278869628906,146.88421630859375,381,195,36,146,384.0,189.0,31.0,150.0,0.5816075205802917,0.5717467069625854,219.83030000410508,False,False,True,T1,mrm1_retriever
R3-D01,control,David3,198,retriever_only_bypass,mrm1,0.9335084882780922,0.9051069178406592,0,1,0.5,False,381.60975074768066,192.239990234375,33.78603744506836,149.66552734375,381,192,33,149,382.0,191.0,31.0,150.0,0.8111338019371033,0.7973815202713013,222.27289999864297,False,False,True,T1,mrm1_retriever
R3-D01,control,David3,199,retriever_only_bypass,mrm1,0.6729041916167665,0.6642212878842867,0,1,1.5,False,374.42140007019043,194.67776489257812,45.60805130004883,145.02633666992188,374,194,45,145,381.0,193.0,31.0,150.0,0.8111338019371033,0.7973815202713013,248.61199999577366,False,False,True,T1,mrm1_retriever
R3-D01,control,David3,200,retriever_only_bypass,mrm1,0.6218263431056249,0.6211570100626487,0,1,4.272001872658765,False,370.2158317565918,194.14208221435547,48.183250427246094,144.22035217285156,370,194,48,144,377.0,195.0,31.0,150.0,0.8111338019371033,0.7973815202713013,243.96369999885792,False,False,True,T1,mrm1_retriever
R3-D01,control,David3,201,retriever_only_bypass,mrm1,0.7125266787062879,0.7044867724081941,0,1,6.264982043070834,False,373.3340320587158,194.6969757080078,41.97654342651367,141.48153686523438,373,194,41,141,375.0,195.0,31.0,150.0,0.8111338019371033,0.7973815202713013,242.132399995171,False,False,True,T1,mrm1_retriever
R3-D01,control,David3,202,retriever_only_bypass,mrm1,0.6136117136659436,0.6051982654444749,0,1,3.1622776601683795,False,365.92640495300293,193.2607650756836,49.95967483520508,148.55946350097656,365,193,49,148,375.0,195.0,31.0,150.0,0.7976061105728149,0.7840831875801086,213.66739999939455,False,False,True,T1,mrm1_retriever
R3-D01,control,David3,203,retriever_only_bypass,mrm1,0.771849593495935,0.7741568517061678,0,1,4.716990566028302,False,367.7969512939453,193.24675750732422,39.01023864746094,149.04966735839844,367,193,39,149,375.0,195.0,31.0,150.0,0.8111338019371033,0.7973815202713013,244.51180000323802,False,False,True,T1,mrm1_retriever
R3-D01,control,David3,204,retriever_only_bypass,mrm1,0.7651018294787711,0.762018097403207,0,1,1.5,False,368.6065673828125,196.05266571044922,39.31898498535156,143.6849822998047,368,196,39,143,372.0,191.0,31.0,150.0,0.8111338019371033,0.7973815202713013,244.8463000037009,False,False,True,T1,mrm1_retriever
R3-D01,control,David3,205,retriever_only_bypass,mrm1,0.8002177463255308,0.8297257497421242,0,1,3.5,False,366.6783084869385,190.82796478271484,36.770076751708984,149.36537170410156,366,190,36,149,372.0,191.0,31.0,147.0,0.799831211566925,0.7862705588340759,224.8360000012326,False,False,True,T1,mrm1_retriever
R3-D01,control,David3,206,retriever_only_bypass,mrm1,0.8570346525279303,0.8225180833366219,0,1,2.692582403567252,False,366.53515625,192.61579132080078,35.99308776855469,150.8433074951172,366,192,35,150,369.0,191.0,31.0,147.0,0.8111338019371033,0.7973815202713013,227.73400000005495,False,False,True,T1,mrm1_retriever
R3-D01,control,David3,207,retriever_only_bypass,mrm1,0.7645973154362417,0.7461956490596757,0,1,1.8027756377319946,False,363.4496898651123,191.1392822265625,40.80025100708008,149.4322509765625,363,191,40,149,369.0,191.0,31.0,147.0,0.8111338019371033,0.7973815202713013,231.92840000410797,False,False,True,T1,mrm1_retriever
