condition,mode,mrm_id,mrm_code_index,frame_records,physical_skip,timing_role,retriever_latency_mean_ms,retriever_latency_median_ms,retriever_latency_std_population_ms,retriever_latency_min_ms,retriever_latency_max_ms,mlp_latency_mean_ms,mlp_latency_median_ms,mlp_latency_std_population_ms,mlp_latency_min_ms,mlp_latency_max_ms,total_mrm_compute_latency_mean_ms,total_mrm_compute_latency_median_ms,total_mrm_compute_latency_std_population_ms,total_mrm_compute_latency_min_ms,total_mrm_compute_latency_max_ms,diagnostic_norm_fingerprint_overhead_mean_ms,diagnostic_norm_fingerprint_overhead_median_ms,diagnostic_norm_fingerprint_overhead_std_population_ms,diagnostic_norm_fingerprint_overhead_min_ms,diagnostic_norm_fingerprint_overhead_max_ms,total_instrumented_mrm_latency_mean_ms,total_instrumented_mrm_latency_median_ms,total_instrumented_mrm_latency_std_population_ms,total_instrumented_mrm_latency_min_ms,total_instrumented_mrm_latency_max_ms,total_tracker_model_forward_mean_ms,total_tracker_model_forward_median_ms,total_tracker_model_forward_std_population_ms,total_tracker_model_forward_min_ms,total_tracker_model_forward_max_ms
retriever_only_bypass,retriever_only_bypass,MRM1,0,593,False,SYNCHRONIZED_DESKTOP_CHARACTERIZATION_ONLY_NOT_JETSON_EVIDENCE,11.012642495562856,9.79650000226684,6.708651732687909,4.979199999070261,144.1527999995742,2.820180775668856,2.3273000042536296,2.4053463220797324,1.4378999985638075,47.60720000194851,14.120032883713609,12.505899998359382,9.055616804311137,6.693499999528285,193.4523000018089,1.7421094435765794,1.527100001112558,0.9565897243092287,1.0853999992832541,19.93870000296738,15.865071837981816,14.189900000928901,9.491783974928142,7.925599995360244,199.00929999857908,275.83275986500644,238.4057999952347,133.11821286512574,151.35129999544006,1631.3208999999915
retriever_only_bypass,retriever_only_bypass,MRM2,1,593,False,SYNCHRONIZED_DESKTOP_CHARACTERIZATION_ONLY_NOT_JETSON_EVIDENCE,10.170279595254222,8.999500001664273,4.448439614410434,3.9864999998826534,71.84109999798238,2.5739091064123882,2.197800000431016,1.353110842546464,1.2272000021766871,14.477600001555402,13.082428161858468,11.668899998767301,5.736546272639865,5.405800002336036,87.90829999634298,1.5250583474799555,1.268699998036027,2.063701311159365,0.817699998151511,48.703499996918254,14.610336256271104,12.954799996805377,7.308532179070652,6.9224999970174395,136.616599993431,275.83275986500644,238.4057999952347,133.11821286512574,151.35129999544006,1631.3208999999915
retriever_only_bypass,retriever_only_bypass,MRM3,2,593,False,SYNCHRONIZED_DESKTOP_CHARACTERIZATION_ONLY_NOT_JETSON_EVIDENCE,9.713712984637233,8.469799999147654,6.557105774144199,4.859799999394454,116.11029999767197,2.485044013505545,2.1759000010206364,1.4960299694636336,1.1034999988623895,28.13330000208225,12.52413001709253,11.055000002670567,7.751252120319098,6.267700002354104,129.55450000299606,1.4629458684800507,1.2497999996412545,0.7235064999432085,0.8031999968807213,9.03630000539124,13.990055480631325,12.357300001895055,8.155411737078486,7.52910000301199,133.36559999879682,275.83275986500644,238.4057999952347,133.11821286512574,151.35129999544006,1631.3208999999915
retriever_only_bypass,retriever_only_bypass,MRM4,3,593,False,SYNCHRONIZED_DESKTOP_CHARACTERIZATION_ONLY_NOT_JETSON_EVIDENCE,9.565702023566798,8.351199998287484,5.453734658103563,3.209800001059193,77.13969999895198,2.4877878580039994,2.1796000000904314,1.2317640860216554,0.8574999956181273,12.10499999433523,12.374721248173309,10.904299997491762,6.38753672225938,4.183500001090579,83.62559999659425,1.4713686339816896,1.24119999964023,0.9577964246821039,0.7119000001694076,13.482399997883476,13.848813996943477,12.205200000607874,7.075823876249219,4.896500002359971,85.40849999553757,275.83275986500644,238.4057999952347,133.11821286512574,151.35129999544006,1631.3208999999915
retriever_only_bypass,retriever_only_bypass,MRM5,4,593,False,SYNCHRONIZED_DESKTOP_CHARACTERIZATION_ONLY_NOT_JETSON_EVIDENCE,9.794675548066987,8.168800006387755,6.8097095576966264,4.978100005246233,98.66029999830062,2.623303878669977,2.151400003640447,1.5034297626683797,1.0612999976729043,16.090199998870958,12.756728667524976,10.763699996459763,8.197332024141142,6.698499993945006,113.03549999865936,1.609268802439289,1.3218000021879561,0.9576724749521951,0.8818999995128252,12.433099996997043,14.36894097789285,12.170499998319428,8.812418668650281,7.6749999934691004,114.95589999685762,275.83275986500644,238.4057999952347,133.11821286512574,151.35129999544006,1631.3208999999915
retriever_only_bypass,retriever_only_bypass,MRM6,5,593,False,SYNCHRONIZED_DESKTOP_CHARACTERIZATION_ONLY_NOT_JETSON_EVIDENCE,9.675411298607191,8.260100003099069,5.236910026961562,5.045099998824298,67.8702000004705,2.6856268124494305,2.154299996618647,1.8715149147398205,1.0836000001290813,32.373699999880046,12.700160371075254,10.8027000023867,6.766242646449789,6.728499996825121,76.15100000111852,1.6860790893844404,1.3461999988066964,1.5647850663683311,0.9112999978242442,26.97020000050543,14.389493929037787,12.209299995447509,7.677795821383989,7.641299998795148,82.83790000132285,275.83275986500644,238.4057999952347,133.11821286512574,151.35129999544006,1631.3208999999915
mlp_only_bypass,mlp_only_bypass,MRM1,0,593,False,SYNCHRONIZED_DESKTOP_CHARACTERIZATION_ONLY_NOT_JETSON_EVIDENCE,10.545822091189683,9.930399995937478,4.240451548712982,5.012900001020171,89.42969999770867,2.562171669550178,2.275400001963135,1.090896347821621,1.4397999984794296,17.52940000005765,13.466490388007262,12.581099996168632,4.938183019218192,6.885599999804981,101.06040000391658,1.6998779091720577,1.5290000010281801,0.6229085762856362,1.0358999934396707,10.561499999312218,15.169410623937278,14.256900001782924,5.237274342968846,7.982700000866316,104.89090000191936,263.1234010119629,238.44430000463035,81.60360012688827,153.65890000248328,1151.8159999977797
mlp_only_bypass,mlp_only_bypass,MRM2,1,593,False,SYNCHRONIZED_DESKTOP_CHARACTERIZATION_ONLY_NOT_JETSON_EVIDENCE,9.849362731931855,9.166899995761923,3.6755778439212836,3.9876000009826384,66.20750000001863,2.4281456998144404,2.1968000000924803,0.9601202116709233,1.1420000009820797,11.808600000222214,12.596089375845525,11.779899999964982,4.230269965039678,5.731199998990633,69.51249999838183,1.4724463745776932,1.2482000020099804,1.4388170507443772,0.702800003637094,22.56360000319546,14.071148903876532,13.10630000079982,5.177643969297705,6.838199995399918,90.89300000050571,263.1234010119629,238.44430000463035,81.60360012688827,153.65890000248328,1151.8159999977797
mlp_only_bypass,mlp_only_bypass,MRM3,2,593,False,SYNCHRONIZED_DESKTOP_CHARACTERIZATION_ONLY_NOT_JETSON_EVIDENCE,9.261943844917468,8.471699999063276,3.6205961255470096,3.6634000061894767,64.73120000009658,2.3881988194749515,2.1777000001748092,0.8801703086299497,0.9745000061229803,10.723799998231698,11.966747048790536,11.044200000469573,4.3092583216475475,5.94749999436317,77.2549999965122,1.405937268044254,1.2222000004840083,0.5856537537225559,0.662800004647579,8.14659999741707,13.375453119610164,12.321199996222276,4.606007450175344,6.783199998608325,80.57169999665348,263.1234010119629,238.44430000463035,81.60360012688827,153.65890000248328,1151.8159999977797
mlp_only_bypass,mlp_only_bypass,MRM4,3,593,False,SYNCHRONIZED_DESKTOP_CHARACTERIZATION_ONLY_NOT_JETSON_EVIDENCE,9.088780944272235,8.189199994376395,4.519570000962003,3.291299995908048,97.2187999941525,2.4253974705147296,2.156399998057168,0.9748636742031426,0.862000000779517,9.867400003713556,11.81884738632596,10.685300003387965,5.131568224933537,4.262300004484132,106.10939999605762,1.3912080945377394,1.2421000064932741,0.5470145220021748,0.7152000034693629,8.164500002749264,13.212909443643275,12.038199995004106,5.525971956955228,5.8799000034923665,114.27879999973811,263.1234010119629,238.44430000463035,81.60360012688827,153.65890000248328,1151.8159999977797
