frame_index,frame_source,phase,measurement_state,bbox_x_float,bbox_y_float,bbox_w_float,bbox_h_float,bbox_x_int,bbox_y_int,bbox_w_int,bbox_h_int,encoder_forward_ms,decoder_forward_ms,model_forward_ms,end_to_end_ms
1,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Deer\img\0001.jpg,initialize,not_applicable,306.0,5.0,95.0,65.0,306,5,95,65,,,,1196.838799995021
2,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Deer\img\0002.jpg,track,measured,307.44290924072266,4.5905303955078125,105.06944274902344,81.77981567382812,307,4,105,81,,,,547.0396000018809
3,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Deer\img\0003.jpg,track,measured,318.0632972717285,25.233673095703125,92.9092025756836,87.42294311523438,318,25,92,87,,,,385.12940000509843
4,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Deer\img\0004.jpg,track,measured,325.2581672668457,45.99817657470703,109.51512908935547,93.96296691894531,325,45,109,93,,,,439.12929999351036
5,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Deer\img\0005.jpg,track,measured,326.5519828796387,76.90557098388672,118.27692413330078,99.13621520996094,326,76,118,99,,,,667.897899998934
6,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Deer\img\0006.jpg,track,measured,331.3319320678711,115.46381378173828,107.32530212402344,88.40812683105469,331,115,107,88,,,,424.49970000598114
7,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Deer\img\0007.jpg,track,measured,326.0150947570801,138.26458358764648,118.80989837646484,80.37195587158203,326,138,118,80,,,,490.15729999518953
8,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Deer\img\0008.jpg,track,measured,325.1522789001465,133.10258865356448,114.32154083251953,103.18260955810547,325,133,114,103,,,,297.52340000413824
9,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Deer\img\0009.jpg,track,measured,316.71197509765625,108.59791564941409,130.80657958984375,117.50286865234375,316,108,130,117,,,,370.66619998950046
10,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Deer\img\0010.jpg,track,measured,316.33675384521484,74.25601959228518,140.2314910888672,132.52940368652344,316,74,140,132,,,,346.4263999921968
11,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Deer\img\0011.jpg,track,measured,293.79505157470703,46.86294555664065,219.81324768066406,195.6016845703125,293,46,219,195,,,,292.1076000056928
12,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Deer\img\0012.jpg,track,measured,268.7797164916993,25.775520324707145,126.70323181152344,114.29167175292969,268,25,126,114,,,,329.5572000060929
13,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Deer\img\0013.jpg,track,measured,255.46401596069342,13.722148895263786,95.8627700805664,93.44721221923828,255,13,95,93,,,,369.906699997955
14,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Deer\img\0014.jpg,track,measured,240.8157577514649,6.950351715088004,96.14192199707031,92.90218353271484,240,6,96,92,,,,643.4108999965247
15,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Deer\img\0015.jpg,track,measured,220.84882354736334,4.903797149658317,96.14192199707031,92.90218353271484,220,4,96,92,,,,788.0180999927688
16,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Deer\img\0016.jpg,track,measured,210.73421096801763,5.411571502685661,99.87731170654297,93.01065826416016,210,5,99,93,,,,555.7261000067228
17,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Deer\img\0017.jpg,track,measured,207.4734382629395,16.53437423706066,94.13634490966797,88.21192169189453,207,16,94,88,,,,386.95210000150837
18,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Deer\img\0018.jpg,track,measured,207.8503494262696,39.62616348266613,92.52937316894531,76.22478485107422,207,39,92,76,,,,400.9885999985272
19,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Deer\img\0019.jpg,track,measured,216.10062789916998,50.80446624755871,94.3372573852539,83.38786315917969,216,50,94,83,,,,754.8837000067579
20,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Deer\img\0020.jpg,track,measured,221.1524276733399,77.04529190063488,98.44306945800781,84.70806121826172,221,77,98,84,,,,602.1247000026051
21,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Deer\img\0021.jpg,track,measured,229.93437957763678,96.48697662353527,127.40361022949219,106.78013610839844,229,96,127,106,,,,522.5755000137724
22,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Deer\img\0022.jpg,track,measured,246.76013183593756,124.4451370239259,147.28945922851562,118.13365173339844,246,124,147,118,,,,463.9534000016283
23,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Deer\img\0023.jpg,track,measured,242.86381530761724,124.52227783203136,148.60186767578125,118.3763427734375,242,124,148,118,,,,459.49510000355076
24,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Deer\img\0024.jpg,track,measured,255.1875953674317,100.18668746948254,127.96846771240234,122.67871856689453,255,100,127,122,,,,344.03009999368805
25,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Deer\img\0025.jpg,track,measured,277.8706016540528,69.64368820190441,115.82535552978516,68.20520782470703,277,69,115,68,,,,336.2646000023233
26,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Deer\img\0026.jpg,track,measured,289.386646270752,47.95409011840832,105.2973861694336,77.54357147216797,289,47,105,77,,,,351.85019999335054
27,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Deer\img\0027.jpg,track,measured,280.71496582031256,27.497104644775504,119.78338623046875,75.3582992553711,280,27,119,75,,,,346.1985000030836
