205	151	17	50
201	150	20	50
198	151	23	46
199	148	20	52
198	150	21	51
196	147	21	54
196	148	20	54
191	147	22	54
190	149	22	48
190	149	21	49
187	145	20	51
186	146	20	48
186	143	19	51
183	144	20	50
183	144	20	51
180	142	21	52
180	144	21	49
179	141	20	53
178	143	20	49
178	140	22	51
176	140	20	49
177	138	19	48
173	140	22	43
175	137	18	49
174	138	20	49
173	139	20	47
172	138	19	50
171	137	19	51
171	135	20	50
169	134	19	50
168	137	18	44
167	139	19	43
165	132	19	50
166	133	20	44
163	133	20	47
161	132	22	47
160	133	23	46
161	132	21	46
163	128	19	51
160	131	22	44
160	126	22	47
161	126	23	47
156	123	23	47
159	127	20	43
160	119	22	52
159	120	19	50
158	127	19	45
158	127	18	46
155	125	19	43
154	123	19	48
152	125	20	44
150	122	19	44
149	121	18	44
148	120	18	45
147	120	18	46
147	120	18	46
145	120	18	43
144	119	19	45
143	121	20	42
141	122	19	40
139	121	18	42
138	120	15	41
136	118	15	42
135	118	16	42
134	117	17	44
133	117	18	45
131	116	19	46
128	119	20	43
127	115	18	43
126	114	16	43
125	114	15	41
123	115	16	39
123	113	16	40
122	112	17	41
120	111	17	43
118	110	18	44
116	111	18	43
116	112	17	40
114	110	17	39
114	108	16	37
113	109	15	40
112	107	15	40
110	108	16	39
108	107	17	40
105	107	19	37
104	108	17	34
104	106	17	39
101	105	18	40
101	106	18	37
99	103	14	39
98	103	14	39
96	102	15	39
94	102	15	40
91	101	15	41
91	102	17	40
90	102	16	41
87	104	15	36
87	102	15	37
84	98	14	40
83	99	13	37
82	100	14	35
80	99	14	38
78	99	15	37
78	99	14	36
76	99	15	36
74	100	17	37
73	101	16	33
71	97	15	37
70	97	15	37
66	96	16	37
66	96	16	38
65	97	16	37
63	96	16	39
61	97	18	36
61	98	16	34
60	96	15	34
59	95	14	33
58	94	13	35
57	93	13	36
56	93	14	36
