306	5	95	65
308	6	99	86
315	15	105	95
322	42	110	97
333	77	109	100
329	109	125	108
332	131	149	115
315	124	359	178
274	103	365	196
290	47	231	235
274	40	357	241
254	46	389	222
228	12	407	271
257	6	403	265
267	26	389	198
258	23	433	232
236	21	457	226
241	36	422	231
246	33	382	227
207	35	415	229
245	53	339	201
261	91	339	160
34	104	397	153
0	58	373	191
0	38	248	189
0	9	379	229
10	0	404	219
0	17	260	203
7	2	314	257
11	0	334	264
184	0	174	161
185	0	152	150
225	0	138	137
261	12	128	127
291	0	152	155
313	8	177	163
343	3	260	223
343	69	331	230
43	107	366	213
90	113	395	207
98	115	410	213
112	113	405	220
133	112	376	209
141	119	362	203
148	120	392	186
248	94	344	194
326	80	308	157
315	51	388	222
320	61	379	213
328	63	366	205
308	73	387	238
245	96	204	189
296	95	182	197
323	132	226	134
338	113	133	121
352	107	123	126
368	102	186	136
362	91	293	161
389	82	310	155
396	52	162	143
399	28	191	169
374	13	329	218
365	0	329	249
344	2	359	240
346	0	354	220
320	0	182	122
334	1	100	73
341	0	101	78
347	3	102	86
352	10	134	123
357	38	143	99
