51	47	25	62
47	39	25	67
36	36	22	66
32	38	26	71
37	35	26	70
32	34	24	69
32	36	26	70
37	37	25	69
40	35	26	72
39	33	27	67
43	28	26	72
46	33	25	67
62	35	25	71
63	29	27	72
62	28	26	70
85	29	23	65
99	32	25	67
89	24	28	71
82	23	26	69
88	22	27	70
84	20	27	67
82	22	25	76
82	29	30	72
87	36	33	71
76	41	27	73
74	37	24	71
82	27	25	67
78	20	27	71
70	10	26	72
59	11	27	71
61	14	28	72
72	20	31	72
80	21	29	71
88	21	29	75
103	17	32	75
117	19	28	76
112	18	28	76
111	17	26	75
128	22	30	75
137	24	30	79
147	26	27	74
150	29	26	72
152	29	28	69
148	26	28	77
151	24	27	73
150	27	26	76
120	30	28	76
100	30	31	73
100	27	27	76
104	32	25	69
105	20	26	75
106	5	30	77
106	7	29	78
114	15	29	78
118	19	26	75
121	24	30	80
109	27	26	76
108	29	28	76
100	23	27	80
97	17	30	80
122	12	29	83
132	12	30	81
127	18	27	80
126	28	29	77
125	31	30	81
124	32	30	81
129	39	31	82
139	49	31	83
134	53	32	86
116	52	34	85
122	41	36	85
114	41	35	87
106	48	34	84
98	37	30	83
93	40	28	87
102	55	31	77
111	50	32	92
121	62	28	86
129	54	32	93
141	58	33	93
124	59	38	82
135	50	41	91
148	50	38	85
157	47	38	88
164	41	38	94
176	47	31	86
172	48	35	92
172	51	31	85
172	49	35	91
171	41	33	93
120	50	45	91
112	38	36	82
127	33	32	86
131	31	27	84
135	25	26	90
126	28	34	85
126	35	38	91
139	37	42	90
138	44	43	85
132	41	42	91
139	35	32	95
142	38	29	89
134	27	34	91
127	11	35	92
166	12	35	93
170	19	40	94
171	19	37	92
180	19	33	91
189	28	37	89
168	30	36	96
168	32	34	92
165	33	36	96
155	36	42	96
127	42	42	89
124	35	38	92
113	39	36	101
118	40	32	92
116	39	33	92
112	43	36	96
118	40	38	96
137	41	33	95
147	44	33	93
143	43	34	90
139	43	34	90
140	26	36	89
137	17	40	93
166	14	40	98
171	17	34	98
173	26	35	95
168	30	38	95
164	26	35	98
159	26	38	98
166	30	35	97
148	27	41	95
129	26	42	96
118	20	34	99
125	11	37	91
125	18	37	82
129	13	39	91
132	22	38	93
